,name,bigg_id,metabolites
925,Nitrate Exchange,EX_no3_e,"[{'coefficient': -1.0, 'bigg_id': 'no3_e'}]"
926,Gly-Met Exchange,EX_gly_met_L_e,"[{'coefficient': -1.0, 'bigg_id': 'gly_met__L_e'}]"
927,Uracil Exchange,EX_ura_e,"[{'coefficient': -1.0, 'bigg_id': 'ura_e'}]"
928,L-Arginine Exchange,EX_arg_L_e,"[{'coefficient': -1.0, 'bigg_id': 'arg__L_e'}]"
929,Cu2+ Exchange,EX_cu2_e,"[{'coefficient': -1.0, 'bigg_id': 'cu2_e'}]"
930,Adenosine Exchange,EX_adn_e,"[{'coefficient': -1.0, 'bigg_id': 'adn_e'}]"
931,Co2+ Exchange,EX_cobalt2_e,"[{'coefficient': -1.0, 'bigg_id': 'cobalt2_e'}]"
932,Trehalose Exchange,EX_tre_e,"[{'coefficient': -1.0, 'bigg_id': 'tre_e'}]"
933,D-Mannose Exchange,EX_man_e,"[{'coefficient': -1.0, 'bigg_id': 'man_e'}]"
934,Sucrose Exchange,EX_sucr_e,"[{'coefficient': -1.0, 'bigg_id': 'sucr_e'}]"
935,D-Alanine Exchange,EX_ala_D_e,"[{'coefficient': -1.0, 'bigg_id': 'ala__D_e'}]"
936,Maltose Exchange,EX_malt_e,"[{'coefficient': -1.0, 'bigg_id': 'malt_e'}]"
937,Gly-Phe Exchange,EX_gly_phe_L_e,"[{'coefficient': -1.0, 'bigg_id': 'gly_phe__L_e'}]"
938,Urea Exchange,EX_urea_e,"[{'coefficient': -1.0, 'bigg_id': 'urea_e'}]"
939,Putrescine Exchange,EX_ptrc_e,"[{'coefficient': -1.0, 'bigg_id': 'ptrc_e'}]"
940,ala-L-Thr-L Exchange,EX_ala_thr_L_e,"[{'coefficient': -1.0, 'bigg_id': 'ala_L_thr__L_e'}]"
941,Myristic acid Exchange,EX_ttdca_e,"[{'coefficient': -1.0, 'bigg_id': 'ttdca_e'}]"
942,D-Methionine Exchange,EX_met_D_e,"[{'coefficient': -1.0, 'bigg_id': 'met__D_e'}]"
943,Gly-pro-L Exchange,EX_gly_pro_L_e,"[{'coefficient': -1.0, 'bigg_id': 'gly_pro__L_e'}]"
944,Nitrite Exchange,EX_no2_e,"[{'coefficient': -1.0, 'bigg_id': 'no2_e'}]"
945,D-Lactate Exchange,EX_lac__D_e,"[{'coefficient': -1.0, 'bigg_id': 'lac__D_e'}]"
946,Deoxycytidine Exchange,EX_dcyt_e,"[{'coefficient': -1.0, 'bigg_id': 'dcyt_e'}]"
947,Fe3+ Exchange,EX_fe3_e,"[{'coefficient': -1.0, 'bigg_id': 'fe3_e'}]"
948,H2O Exchange,EX_h2o_e,"[{'coefficient': -1.0, 'bigg_id': 'h2o_e'}]"
949,CO2 Exchange,EX_co2_e,"[{'coefficient': -1.0, 'bigg_id': 'co2_e'}]"
950,O2 Exchange,EX_o2_e,"[{'coefficient': -1.0, 'bigg_id': 'o2_e'}]"
951,ATP Exchange,EX_atp_e,"[{'coefficient': -1.0, 'bigg_id': 'atp_e'}]"
952,NAD Exchange,EX_nad_e,"[{'coefficient': -1.0, 'bigg_id': 'nad_e'}]"
953,NADP Exchange,EX_nadp_e,"[{'coefficient': -1.0, 'bigg_id': 'nadp_e'}]"
954,CoA Exchange,EX_coa_e,"[{'coefficient': -1.0, 'bigg_id': 'coa_e'}]"
955,Pyridoxal phosphate Exchange,EX_pydx5p_e,"[{'coefficient': -1.0, 'bigg_id': 'pydx5p_e'}]"
956,S-Adenosyl-L-methionine Exchange,EX_amet_e,"[{'coefficient': -1.0, 'bigg_id': 'amet_e'}]"
957,GTP Exchange,EX_gtp_e,"[{'coefficient': -1.0, 'bigg_id': 'gtp_e'}]"
958,CTP Exchange,EX_ctp_e,"[{'coefficient': -1.0, 'bigg_id': 'ctp_e'}]"
959,L-Glutamine Exchange,EX_gln__L_e,"[{'coefficient': -1.0, 'bigg_id': 'gln__L_e'}]"
960,TPP Exchange,EX_thmpp_e,"[{'coefficient': -1.0, 'bigg_id': 'thmpp_e'}]"
961,UTP Exchange,EX_utp_e,"[{'coefficient': -1.0, 'bigg_id': 'utp_e'}]"
962,L-Cysteine Exchange,EX_cys_L_e,"[{'coefficient': -1.0, 'bigg_id': 'cys__L_e'}]"
963,THF Exchange,EX_thf_e,"[{'coefficient': -1.0, 'bigg_id': 'thf_e'}]"
964,dATP Exchange,EX_datp_e,"[{'coefficient': -1.0, 'bigg_id': 'datp_e'}]"
965,L-Asparagine Exchange,EX_asn_L_e,"[{'coefficient': -1.0, 'bigg_id': 'asn__L_e'}]"
966,L-Threonine Exchange,EX_thr_L_e,"[{'coefficient': -1.0, 'bigg_id': 'thr__L_e'}]"
967,Calomide Exchange,EX_adocbl_e,"[{'coefficient': -1.0, 'bigg_id': 'adocbl_e'}]"
968,10FTHF Exchange,EX_10fthf_e,"[{'coefficient': -1.0, 'bigg_id': '10fthf_e'}]"
969,Riboflavin Exchange,EX_ribflv_e,"[{'coefficient': -1.0, 'bigg_id': 'ribflv_e'}]"
970,5-MTHF Exchange,EX_5mthf_e,"[{'coefficient': -1.0, 'bigg_id': '5mthf_e'}]"
971,Bactoprenyl diphosphate Exchange,EX_udcpdp_e,"[{'coefficient': -1.0, 'bigg_id': 'udcpdp_e'}]"
972,ACP Exchange,EX_acp_e,"[{'coefficient': -1.0, 'bigg_id': 'ACP_e'}]"
973,2-Demethylmenaquinone 8 Exchange,EX_2dmmq8_e,"[{'coefficient': -1.0, 'bigg_id': '2dmmq8_e'}]"
974,Menaquinone 8 Exchange,EX_mqn8_e,"[{'coefficient': -1.0, 'bigg_id': 'mqn8_e'}]"
975,Phosphatidylethanolamine dioctadecanoyl Exchange,EX_pe180_e,"[{'coefficient': -1.0, 'bigg_id': 'pe180_e'}]"
976,Phosphatidylglycerol dioctadecanoyl Exchange,EX_pg180_e,"[{'coefficient': -1.0, 'bigg_id': 'pg180_e'}]"
977,Ubiquinone-8 Exchange,EX_q8_e,"[{'coefficient': -1.0, 'bigg_id': 'q8_e'}]"
978,Peptidoglycan polymer (n subunits) Exchange,EX_peptidoglycan_n_e,"[{'coefficient': -1.0, 'bigg_id': 'mDB_peptido_CV_e'}]"
979,Diisoheptadecanoylphosphatidylethanolamine Exchange,EX_cpd15695_e,"[{'coefficient': -1.0, 'bigg_id': 'cpd15695_e'}]"
980,Dianteisoheptadecanoylphosphatidylethanolamine Exchange,EX_cpd15696_e,"[{'coefficient': -1.0, 'bigg_id': 'cpd15696_e'}]"
981,Diisoheptadecanoylphosphatidylglycerol Exchange,EX_cpd15722_e,"[{'coefficient': -1.0, 'bigg_id': 'cpd15722_e'}]"
982,Dianteisoheptadecanoylphosphatidylglycerol Exchange,EX_cpd15723_e,"[{'coefficient': -1.0, 'bigg_id': 'cpd15723_e'}]"
983,Stearoylcardiolipin Exchange,EX_cpd15793_e,"[{'coefficient': -1.0, 'bigg_id': 'cpd15793_e'}]"
984,Isoheptadecanoylcardiolipin Exchange,EX_cpd15794_e,"[{'coefficient': -1.0, 'bigg_id': 'cpd15794_e'}]"
985,Anteisoheptadecanoylcardiolipin Exchange,EX_cpd15795_e,"[{'coefficient': -1.0, 'bigg_id': 'cpd15795_e'}]"
986,Cobinamide Exchange,EX_cbi_e,"[{'coefficient': -1.0, 'bigg_id': 'cbi_e'}]"
987,Apo-ACP Exchange,EX_apoACP_e,"[{'coefficient': -1.0, 'bigg_id': 'apoACP_e'}]"
988,ADP Exchange,EX_adp_e,"[{'coefficient': -1.0, 'bigg_id': 'adp_e'}]"
989,Folate Exchange,EX_fol_e,"[{'coefficient': -1.0, 'bigg_id': 'fol_e'}]"
990,D-Galactonate Exchange,EX_galctn_D_e,"[{'coefficient': -1.0, 'bigg_id': 'galctn__D_e'}]"
991,Citrate Exchange,EX_cit_e,"[{'coefficient': -1.0, 'bigg_id': 'cit_e'}]"
992,L-Alanine Exchange,EX_ala_L_e,"[{'coefficient': -1.0, 'bigg_id': 'ala__L_e'}]"
993,L-Tryptophan Exchange,EX_trp,"[{'coefficient': -1.0, 'bigg_id': 'trp__L_e'}]"
994,Acetoacetate Exchange,EX_acac_e,"[{'coefficient': -1.0, 'bigg_id': 'acac_e'}]"
995,L-Phenylalanine Exchange,EX_phe,"[{'coefficient': -1.0, 'bigg_id': 'phe__L_e'}]"
996,L-Tyrosine Exchange,EX_tyr,"[{'coefficient': -1.0, 'bigg_id': 'tyr__L_e'}]"
997,Calcium Exchange,EX_ca2_e,"[{'coefficient': -1.0, 'bigg_id': 'ca2_e'}]"
998,Core oligosaccharide lipid A Exchange,EX_colipa_e,"[{'coefficient': -1.0, 'bigg_id': 'colipa_e'}]"
999,Heme Exchange,EX_pheme_e,"[{'coefficient': -1.0, 'bigg_id': 'pheme_e'}]"
1000,GSH Exchange,EX_gthrd_e,"[{'coefficient': -1.0, 'bigg_id': 'gthrd_e'}]"
1001,Siroheme Exchange,EX_sheme_e,"[{'coefficient': -1.0, 'bigg_id': 'sheme_e'}]"
1002,Diffusion of calcium,rDB00001_c,"[{'coefficient': -1.0, 'bigg_id': 'ca2_e'}, {'coefficient': 1.0, 'bigg_id': 'ca2_c'}]"
1003,Chorismate mutase/prephenate dehydratase,CHORM,"[{'coefficient': -1.0, 'bigg_id': 'chor_c'}, {'coefficient': 1.0, 'bigg_id': 'pphn_c'}]"
1004,Acetylornithine aminotransferase,rDB00003_c,"[{'coefficient': -1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': -1.0, 'bigg_id': 'acg5sa_c'}, {'coefficient': 1.0, 'bigg_id': 'akg_c'}, {'coefficient': 1.0, 'bigg_id': 'acorn_c'}]"
1005,erythronate-4-phosphate dehydogenase,rDB00004_c,"[{'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': '4per_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': 'ohpb_c'}]"
1006,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,rDB00005_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'h2mb4p_c'}, {'coefficient': -1.0, 'bigg_id': 'fdxox_c'}, {'coefficient': 2.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': '2mecdp_c'}, {'coefficient': 1.0, 'bigg_id': 'fdxrd_c'}]"
1007,Isoprenyl transferase ,rDB00006_c,"[{'coefficient': -8.0, 'bigg_id': 'ipdp_c'}, {'coefficient': -1.0, 'bigg_id': 'frdp_c'}, {'coefficient': 8.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'udcpdp_c'}]"
1008,GAP filling rxn in Riboflavin metabolism,rDB00007_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': '5aprbu_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': '4r5au_c'}]"
1009,Acid phosphatase,rDB00008_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'fmn_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'ribflv_c'}]"
1010,Exopolyphosphatse,rDB00009_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'gdptp_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'ppgpp_c'}]"
1011,Non-canonical purine NTP pyrophosphatase,rDB00010_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'dgtp_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'dgmp_c'}]"
1012,oxidoreductase protein,rDB00011_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'dgtp_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'dgsn_c'}, {'coefficient': 1.0, 'bigg_id': 'pppi_c'}]"
1013,GMP synthase,rDB00012_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'gln__L_c'}, {'coefficient': -1.0, 'bigg_id': 'xmp_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}, {'coefficient': 1.0, 'bigg_id': 'gmp_c'}]"
1014,Hydroxymethylpyrimidine kinase,rDB00013_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': '4ahmmp_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': '4ampm_c'}]"
1015,Hydroxymethylpyrimidine kinase,rDB00014_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': '4ampm_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': '2mahmp_c'}]"
1016,Dihydrofolate reductase,rDB00015_c,"[{'coefficient': -2.0, 'bigg_id': 'h_c'}, {'coefficient': -2.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'fol_c'}, {'coefficient': 2.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'thf_c'}]"
1017,formyltetrahydrofolate synthetase,rDB00016_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'for_c'}, {'coefficient': -1.0, 'bigg_id': 'thf_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': '10fthf_c'}]"
1018,phosphoribosylglycinamide formyltransferase,rDB00017_c,"[{'coefficient': -2.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'thf_c'}, {'coefficient': -1.0, 'bigg_id': 'fgam_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'methf_c'}, {'coefficient': 1.0, 'bigg_id': 'gar_c'}]"
1019,Aminomethyltransferase ,rDB00018_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'methf_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': '5fthf_c'}]"
1020,5-methyltetrahydrofolate-homocysteine S-methyltransferase,rDB00019_c,"[{'coefficient': -1.0, 'bigg_id': 'gly_c'}, {'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'thf_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}, {'coefficient': 1.0, 'bigg_id': 'mlthf_c'}]"
1021,glycoaldehyde dehydrogenase,rDB00020_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'gcald_c'}, {'coefficient': 2.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': 'glyclt_c'}]"
1022,glycolate dehydrogenase,rDB00021_c,"[{'coefficient': -1.0, 'bigg_id': 'nadp_c'}, {'coefficient': -1.0, 'bigg_id': 'glyclt_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadph_c'}, {'coefficient': 1.0, 'bigg_id': 'glx_c'}]"
1023,glycerate dehydogenase,rDB00022_c,"[{'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'glyc__R_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': 'hpyr_c'}]"
1024,phosphoglycerate dehydogenase,rDB00023_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'hpyr_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'glyc__R_c'}]"
1025,Pimeloyl-acp methyl ester esterase,rDB00024_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd11503_c'}, {'coefficient': 1.0, 'bigg_id': 'ocACP_c'}, {'coefficient': 1.0, 'bigg_id': 'meoh_c'}]"
1026,Pimeloyl-acp methyl ester esterase,rDB00025_c,"[{'coefficient': -1.0, 'bigg_id': 'ocACP_c'}, {'coefficient': -1.0, 'bigg_id': 'meoh_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11528_c'}]"
1027,precorrin-3B synthase,rDB00026_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'o2_c'}, {'coefficient': -1.0, 'bigg_id': 'pre3a_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'pre3b_c'}]"
1028,precorrin-6A synthase,rDB00027_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'amet_c'}, {'coefficient': -1.0, 'bigg_id': 'pre5_c'}, {'coefficient': 2.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'ac_c'}, {'coefficient': 1.0, 'bigg_id': 'pre6a_c'}, {'coefficient': 1.0, 'bigg_id': 'ahcys_c'}]"
1029,Cobalt-precorrin-7 (C5)-methyltransferase,rDB00028_c,"[{'coefficient': -1.0, 'bigg_id': 'amet_c'}, {'coefficient': -1.0, 'bigg_id': 'codscl7_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'ahcys_c'}, {'coefficient': 1.0, 'bigg_id': 'copre8_c'}]"
1030,threonine-phosphate decarboxylase,rDB00029_c,"[{'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'appl_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': 'aact_c'}]"
1031,ATP: L-threonine O-phosphotransferase,rDB00030_c,"[{'coefficient': -1.0, 'bigg_id': 'thr__L_c'}, {'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'thrp_c'}]"
1032,Riboflavin kinase,rDB00031_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'ribflv_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'fmn_c'}]"
1033,quinolinate synthetase,rDB00032_c,"[{'coefficient': -1.0, 'bigg_id': 'dhap_c'}, {'coefficient': -1.0, 'bigg_id': 'iasp_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 2.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'quln_c'}]"
1034,nicotinamise-nucleotide amidase,rDB00033_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'nmn_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}, {'coefficient': 1.0, 'bigg_id': 'nicrnt_c'}]"
1035,NADP pyrophosphate,rDB00034_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}, {'coefficient': 1.0, 'bigg_id': 'nmn_c'}]"
1036,ATP: NMN adenyltransferase,rDB00035_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'nmn_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}]"
1037,2-oxoglutarate synthase,AKGDH,"[{'coefficient': -1.0, 'bigg_id': 'coa_c'}, {'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'akg_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': 'succoa_c'}]"
1038,Lumped rxn for menaqunone formation,rDB00037_c,"[{'coefficient': -1.0, 'bigg_id': 'octdp_c'}, {'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'ichor_c'}, {'coefficient': -1.0, 'bigg_id': 'akg_c'}, {'coefficient': 2.0, 'bigg_id': 'ppi_c'}, {'coefficient': 2.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'pyr_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}, {'coefficient': 1.0, 'bigg_id': '2dmmq8_c'}]"
1039,glutamate-cysteine ligase,rDB00038_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': -1.0, 'bigg_id': 'cys__L_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'glucys_c'}]"
1040,Carboxynospermidine synthase,rDB00039_c,"[{'coefficient': -2.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'aspsa_c'}, {'coefficient': -1.0, 'bigg_id': 'ptrc_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'spmd_c'}]"
1041,pyruvate decarboxylase,rDB00040_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -2.0, 'bigg_id': 'pyr_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'alac__S_c'}]"
1042,oleoyl-ACP hydrolase,rDB00041_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd11476_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'ACP_c'}, {'coefficient': 1.0, 'bigg_id': 'hdca_c'}]"
1043,"Palmitoyl-CoA : electron-transfer flavoprotein 2, 3-oxidoreductase ",rDB00042_c,"[{'coefficient': -1.0, 'bigg_id': 'fad_c'}, {'coefficient': -1.0, 'bigg_id': 'pmtcoa_c'}, {'coefficient': 1.0, 'bigg_id': 'fadh2_c'}, {'coefficient': 1.0, 'bigg_id': 'hdd2coa_c'}]"
1044,"Myristoyl-CoA :  electron-transfer flavoprotein 2, 3-oxidoreductase",rDB00043_c,"[{'coefficient': -1.0, 'bigg_id': 'fad_c'}, {'coefficient': -1.0, 'bigg_id': 'tdcoa_c'}, {'coefficient': 1.0, 'bigg_id': 'td2coa_c'}, {'coefficient': 1.0, 'bigg_id': 'fadh2_c'}]"
1045,"Lauroyl-CoA : electron-transfer flavoprotein 2, 3-oxidoreductase ",rDB00044_c,"[{'coefficient': -1.0, 'bigg_id': 'ddcacoa_c'}, {'coefficient': -1.0, 'bigg_id': 'fad_c'}, {'coefficient': 1.0, 'bigg_id': 'fadh2_c'}, {'coefficient': 1.0, 'bigg_id': 'dd2coa_c'}]"
1046,"Decanoyl-CoA  : electron-transfer flavoprotein 2, 3-oxidoreductase ",rDB00045_c,"[{'coefficient': -1.0, 'bigg_id': 'fad_c'}, {'coefficient': -1.0, 'bigg_id': 'dcacoa_c'}, {'coefficient': 1.0, 'bigg_id': 'fadh2_c'}, {'coefficient': 1.0, 'bigg_id': 'dc2coa_c'}]"
1047,"Octanoyl-CoA : electron-transfer flavoprotein 2, 3-oxidoreductase ",rDB00046_c,"[{'coefficient': -1.0, 'bigg_id': 'fad_c'}, {'coefficient': -1.0, 'bigg_id': 'occoa_c'}, {'coefficient': 1.0, 'bigg_id': 'fadh2_c'}, {'coefficient': 1.0, 'bigg_id': 'oc2coa_c'}]"
1048,"Hexanoyl-CoA : electron-transfer flavoprotein 2, 3-oxidoreductase",rDB00047_c,"[{'coefficient': -1.0, 'bigg_id': 'fad_c'}, {'coefficient': -1.0, 'bigg_id': 'hxcoa_c'}, {'coefficient': 1.0, 'bigg_id': 'fadh2_c'}, {'coefficient': 1.0, 'bigg_id': 'hx2coa_c'}]"
1049,"N-acetyl-D-glucosamine 1-phosphate 1,6-phosphomutase",rDB00048_c,"[{'coefficient': -1.0, 'bigg_id': 'acgam6p_c'}, {'coefficient': 1.0, 'bigg_id': 'acgam1p_c'}]"
1050,oleoyl-ACP hydrolase,rDB00049_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'myrsACP_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'ACP_c'}, {'coefficient': 1.0, 'bigg_id': 'ttdca_c'}]"
1051,homoserine dehyrogenase,rxn01302_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'aspsa_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'hom__L_c'}]"
1052,lumped rxn for lysine biosynthesis,rDB00050_c,"[{'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'aspsa_c'}, {'coefficient': -1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': -1.0, 'bigg_id': 'pyr_c'}, {'coefficient': -1.0, 'bigg_id': 'succoa_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'succ_c'}, {'coefficient': 1.0, 'bigg_id': 'akg_c'}, {'coefficient': 1.0, 'bigg_id': '26dap__M_c'}]"
